DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;TP_ABRANGENCIA;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;QT_APTOS;QT_SECOES;QT_SECOES_AGREGADAS;QT_APTOS_TOT;QT_SECOES_TOT;QT_COMPARECIMENTO;QT_ABSTENCOES;ST_VOTO_EM_TRANSITO;QT_VOTOS_NOMINAIS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;QT_VOTOS_LEGENDA;QT_VOTOS_PENDENTES;QT_VOTOS_ANULADOS;HH_ULTIMA_TOTALIZACAO;DT_ULTIMA_TOTALIZACAO
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;98;11;Prefeito;53747;157;3;53747;157;42617;11130;N;40368;662;1587;0;0;0;14:44:28;16/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;173;11;Prefeito;37501;86;0;37501;86;27930;9571;N;24175;945;2810;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58491;MAGÉ;58491;MAGÉ;110;13;Vereador;87347;260;37;87347;260;70423;16924;N;61102;2153;3766;3402;0;0;15:51:04;31/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;246;11;Prefeito;96353;213;6;96353;213;77130;19223;N;63822;3354;9954;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;190;13;Vereador;44150;99;1;44150;99;33981;10169;N;25521;1891;4648;1921;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;191;13;Vereador;58642;135;1;58642;135;44400;14242;N;30309;4031;7019;3041;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58360;TANGUÁ;58360;TANGUÁ;151;13;Vereador;24512;65;7;24512;65;20952;3560;N;18568;307;1131;946;0;0;18:02:56;22/03/2017
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;78;13;Vereador;74009;204;2;74009;204;60203;13806;N;50279;2498;4621;2805;0;0;19:33:46;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58610;NATIVIDADE;58610;NATIVIDADE;43;11;Prefeito;12447;40;0;12447;40;10266;2181;N;9531;131;604;0;0;0;17:41:44;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;8;11;Prefeito;51460;116;0;51460;116;37258;14202;N;30597;1546;5115;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;166;11;Prefeito;36024;89;0;36024;89;25073;10951;N;22259;688;2126;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;207;13;Vereador;29946;70;1;29946;70;22904;7042;N;15623;1810;3988;1483;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59013;SÃO JOÃO DE MERITI;59013;SÃO JOÃO DE MERITI;89;13;Vereador;77142;209;2;77142;209;61432;15710;N;50650;2708;5555;2519;0;0;16:32:42;06/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58653;NITERÓI;58653;NITERÓI;114;11;Prefeito;25224;99;2;25224;99;20234;4990;N;15127;1278;3829;0;0;0;19:51:16;02/10/2016
18/10/2020;00:06:22;2016;1;Eleição Suplementar;1;350;RJ - SUPLEMENTAR DE MANGARATIBA;28/10/2018;M;RJ;58513;MANGARATIBA;58513;MANGARATIBA;54;11;Prefeito;36056;99;6;36056;99;27084;8972;N;24957;510;1617;0;0;0;19:23:13;28/10/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;213;11;Prefeito;44235;113;0;44235;113;31343;12892;N;24753;1291;5299;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;117;11;Prefeito;47290;115;0;47290;115;33904;13386;N;26419;1337;6148;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;238;13;Vereador;47833;101;4;47833;101;38024;9809;N;27461;2897;5436;2230;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;75;11;Prefeito;58539;173;35;58539;173;48867;9672;N;45604;1118;2145;0;0;0;14:44:28;16/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;217;11;Prefeito;50081;117;0;50081;117;36882;13199;N;28480;1540;6862;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;205;11;Prefeito;30955;93;1;30955;93;19249;11706;N;15160;819;3270;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;197;13;Vereador;35754;111;2;35754;111;27416;8338;N;21402;1444;3131;1439;0;0;19:27:23;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58106;GUAPIMIRIM;58106;GUAPIMIRIM;149;11;Prefeito;40346;113;18;40346;113;33241;7105;N;30922;633;1686;0;0;0;13:17:22;20/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;134;13;Vereador;38583;114;18;38583;114;30166;8417;N;23307;1698;3533;1628;0;0;19:27:23;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;77;11;Prefeito;33534;95;3;33534;95;25011;8523;N;21326;935;2750;0;0;0;18:40:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58491;MAGÉ;58491;MAGÉ;148;13;Vereador;90662;263;2;90662;263;74280;16382;N;63579;2820;3807;4074;0;0;15:51:04;31/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;10;11;Prefeito;53442;126;0;53442;126;38280;15162;N;29855;1582;6843;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58378;ITABORAÍ;58378;ITABORAÍ;104;11;Prefeito;91467;249;8;91467;249;74679;16788;N;65038;3234;6407;0;0;0;13:43:45;11/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58114;BOM JESUS DO ITABAPOANA;58114;BOM JESUS DO ITABAPOANA;95;13;Vereador;29353;89;16;29353;89;23743;5610;N;21354;349;726;1314;0;0;11:17:53;11/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59013;SÃO JOÃO DE MERITI;59013;SÃO JOÃO DE MERITI;186;11;Prefeito;67917;202;5;67917;202;53929;13988;N;41750;3688;8491;0;0;0;19:21:19;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58653;NITERÓI;58653;NITERÓI;72;13;Vereador;50042;160;0;50042;160;42522;7520;N;35068;1979;3300;2175;0;0;19:51:16;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;193;13;Vereador;39572;87;0;39572;87;30239;9333;N;21561;2915;3348;2415;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;179;11;Prefeito;121087;268;3;121087;268;92853;28234;N;74856;7095;10902;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;159;11;Prefeito;77365;214;0;77365;214;61711;15654;N;48554;4137;9020;0;0;0;15:18:21;10/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;124;13;Vereador;32131;74;12;32131;74;24433;7698;N;17813;1564;3419;1637;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;244;13;Vereador;35915;102;1;35915;102;28120;7795;N;19579;2155;4349;2037;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;175;13;Vereador;53625;135;1;53625;135;41416;12209;N;30432;3393;4872;2719;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59234;VASSOURAS;59234;VASSOURAS;41;11;Prefeito;30232;94;15;30232;94;24027;6205;N;22268;504;1255;0;0;0;10:20:41;13/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;156;11;Prefeito;71753;198;10;71753;198;58493;13260;N;48474;3408;6611;0;0;0;15:18:21;10/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58050;BARRA DO PIRAÍ;58050;BARRA DO PIRAÍ;93;11;Prefeito;71099;214;33;71099;214;56923;14176;N;50638;2030;4255;0;0;0;20:27:10;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58939;SANTO ANTÔNIO DE PÁDUA;58939;SANTO ANTÔNIO DE PÁDUA;34;13;Vereador;33145;109;17;33145;109;26579;6566;N;22828;444;1892;1415;0;0;14:06:48;04/04/2017
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;166;13;Vereador;36024;89;0;36024;89;25073;10951;N;18713;1420;2717;2223;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58386;MACUCO;58386;MACUCO;52;13;Vereador;7113;24;2;7113;24;6189;924;N;5750;50;122;267;0;0;19:03:45;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;11;11;Prefeito;43730;112;0;43730;112;32976;10754;N;26254;1666;5056;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;1;Eleição Suplementar;1;330;ELEIÇÃO SUPLEMENTAR DE CABO FRIO;24/06/2018;M;RJ;58130;CABO FRIO;58130;CABO FRIO;256;11;Prefeito;71778;202;9;71778;202;46842;24936;N;21624;1743;23475;0;0;0;20:53:34;24/06/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;6;11;Prefeito;31762;84;0;31762;84;22446;9316;N;17561;818;4067;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;163;11;Prefeito;44994;121;0;44994;121;29509;15485;N;24221;927;4361;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;177;11;Prefeito;47670;119;3;47670;119;35184;12486;N;26999;1451;6734;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58890;RIO DAS FLORES;58890;RIO DAS FLORES;58;13;Vereador;8501;24;2;8501;24;7472;1029;N;6925;83;142;322;0;0;18:39:40;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58041;BELFORD ROXO;58041;BELFORD ROXO;154;13;Vereador;71907;192;13;71907;192;57351;14556;N;45330;2632;6841;2548;0;0;14:29:06;24/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58351;ENGENHEIRO PAULO DE FRONTIN;58351;ENGENHEIRO PAULO DE FRONTIN;74;13;Vereador;10615;38;0;10615;38;9336;1279;N;8512;111;270;443;0;0;19:51:16;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59196;TRÊS RIOS;59196;TRÊS RIOS;40;11;Prefeito;21917;78;8;21917;78;17414;4503;N;15589;512;1313;0;0;0;19:21:15;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58041;BELFORD ROXO;58041;BELFORD ROXO;154;11;Prefeito;71907;192;13;71907;192;57351;14556;N;45273;3205;8873;0;0;0;18:58:08;27/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59137;SUMIDOURO;59137;SUMIDOURO;64;11;Prefeito;13730;44;16;13730;44;11816;1914;N;11195;187;434;0;0;0;18:27:33;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;233;13;Vereador;48284;113;1;48284;113;38016;10268;N;26720;3079;5768;2449;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;231;11;Prefeito;40637;97;0;40637;97;31412;9225;N;25343;1620;4449;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58424;SEROPÉDICA;58424;SEROPÉDICA;225;11;Prefeito;55002;152;1;55002;152;45072;9930;N;31843;1237;11992;0;0;0;17:45:36;22/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59250;VOLTA REDONDA;59250;VOLTA REDONDA;47;11;Prefeito;60829;166;0;60829;166;49513;11316;N;43664;1821;4028;0;0;0;15:05:33;06/10/2017
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59013;SÃO JOÃO DE MERITI;59013;SÃO JOÃO DE MERITI;186;13;Vereador;67917;202;5;67917;202;53929;13988;N;44606;2403;4681;2239;0;0;16:32:42;06/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;84;13;Vereador;120242;328;4;120242;328;95951;24291;N;72534;6358;11563;5496;0;0;14:09:38;04/04/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;121;11;Prefeito;31057;80;0;31057;80;22492;8565;N;17560;1009;3923;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;242;11;Prefeito;68893;170;0;68893;170;52029;16864;N;42534;2110;7385;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58653;NITERÓI;58653;NITERÓI;143;11;Prefeito;31072;104;4;31072;104;24046;7026;N;18567;1103;4376;0;0;0;19:20:40;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;103;11;Prefeito;63582;201;2;63582;201;49548;14034;N;40765;2315;6468;0;0;0;19:33:46;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58181;APERIBÉ;58181;APERIBÉ;34;11;Prefeito;8999;28;3;8999;28;7815;1184;N;7452;88;275;0;0;0;18:33:39;02/10/2016
18/10/2020;00:06:22;2016;1;Eleição Suplementar;1;314;ELEIÇÃO SUPLEMENTAR DE TERESÓPOLIS;03/06/2018;M;RJ;59153;TERESÓPOLIS;59153;TERESÓPOLIS;38;11;Prefeito;56878;166;13;56878;166;37338;19540;N;29728;1442;6168;0;0;0;19:28:59;03/06/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;216;11;Prefeito;43783;101;2;43783;101;33380;10403;N;27723;1416;4241;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;98;13;Vereador;53747;157;3;53747;157;42617;11130;N;36791;1264;2423;2139;0;0;13:52:20;08/04/2019
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;66;11;Prefeito;37338;102;9;37338;102;27140;10198;N;22898;901;3341;0;0;0;18:40:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;25;11;Prefeito;75454;171;4;75454;171;61110;14344;N;50113;4147;6850;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59250;VOLTA REDONDA;59250;VOLTA REDONDA;47;13;Vereador;60829;166;0;60829;166;49513;11316;N;42608;1805;3059;2041;0;0;15:05:33;06/10/2017
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58513;MANGARATIBA;58513;MANGARATIBA;54;13;Vereador;34988;95;7;34988;95;28308;6680;N;25637;416;1082;1173;0;0;18:45:34;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58025;QUATIS;58025;QUATIS;183;13;Vereador;10393;31;1;10393;31;8777;1616;N;7993;146;201;437;0;0;18:21:22;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;134;11;Prefeito;38583;114;18;38583;114;28428;10155;N;22374;1356;4698;0;0;0;19:10:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58831;RESENDE;58831;RESENDE;198;13;Vereador;33974;98;26;33974;98;25668;8306;N;22243;873;1225;1327;0;0;12:40:38;09/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;133;11;Prefeito;67863;180;2;67863;180;53783;14080;N;39702;4735;9346;0;0;0;19:27:23;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;188;11;Prefeito;47085;113;7;47085;113;34761;12324;N;28038;1594;5129;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58777;PETRÓPOLIS;58777;PETRÓPOLIS;226;11;Prefeito;40140;121;9;40140;121;30327;9813;N;26687;1040;2600;0;0;0;19:20:40;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58114;BOM JESUS DO ITABAPOANA;58114;BOM JESUS DO ITABAPOANA;95;11;Prefeito;29353;89;16;29353;89;23743;5610;N;22226;401;1116;0;0;0;18:33:40;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;218;13;Vereador;55043;132;0;55043;132;41682;13361;N;30550;2858;5890;2384;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;121;13;Vereador;31057;80;0;31057;80;23269;7788;N;16787;1747;3128;1607;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;27;11;Prefeito;43681;152;12;43681;152;30205;13476;N;25320;1005;3880;0;0;0;19:45:35;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;78;11;Prefeito;74009;204;2;74009;204;56276;17733;N;47625;2012;6639;0;0;0;18:40:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58637;NILÓPOLIS;58637;NILÓPOLIS;80;13;Vereador;35236;118;1;35236;118;29122;6114;N;24732;1028;2206;1156;0;0;16:18:20;10/07/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58556;MENDES;58556;MENDES;56;13;Vereador;15464;52;7;15464;52;12709;2755;N;11336;251;521;601;0;0;17:57:44;20/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58777;PETRÓPOLIS;58777;PETRÓPOLIS;65;11;Prefeito;60633;179;27;60633;179;47794;12839;N;39276;2516;6002;0;0;0;11:10:43;03/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;176;13;Vereador;48324;113;3;48324;113;37470;10854;N;26557;3124;5249;2540;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;129;11;Prefeito;63083;181;24;63083;181;51480;11603;N;47988;1243;2249;0;0;0;14:44:28;16/11/2016
